peak_label,ms_file_label,total_intensity,peak_area,peak_area_top3,peak_max,peak_min,peak_mean,peak_rt_of_max,peak_median,peak_n_datapoints,rt_aligned,rt_shift,scan_time,intensity,peak_mz_of_max,peak_area_fitted,peak_sigma,peak_tau,peak_asymmetry,peak_rt_fitted,fit_r_squared,fit_success
Thymine,HILIC5_Neg_190379M0034_2,,7452.0,8596.0,8595.0,1.0,406.0,40.284,1.0,46,false,0.0,"[40.284, 40.8028, 41.3216, 41.8402, 42.3591, 42.8779, 43.3966, 43.9154, 44.4342, 44.9529, 45.4717, 45.9906, 46.5092, 47.028, 47.5468, 48.0655, 48.5843, 49.1032, 49.6218, 50.1406, 50.6594, 51.1781, 51.6969, 52.2158, 52.7344, 53.2532, 53.772, 54.2907, 54.8095, 55.3284, 55.847, 56.3658, 56.8846, 57.4033, 57.9221, 58.441, 58.9596, 59.4784, 59.9973, 60.5159, 61.0347, 61.5536, 62.0722, 62.591, 63.1099, 63.6285]","[8595.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5981.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4041.0, 1.0, 1.0, 1.0, 1.0, 1.0]",125.03568267822266,,,,,,,
Thymine,HILIC5_Neg_192099M0003_2,,22623.0,8533.0,8532.0,1.0,1041.0,40.2843,1.0,46,false,0.0,"[40.2843, 40.803, 41.3219, 41.8405, 42.3593, 42.8782, 43.3969, 43.9156, 44.4345, 44.9531, 45.4719, 45.9908, 46.5095, 47.0282, 47.5471, 48.0657, 48.5845, 49.1034, 49.6221, 50.1409, 50.6597, 51.1783, 51.6971, 52.216, 52.7347, 53.2535, 53.7723, 54.291, 54.8097, 55.3286, 55.8473, 56.3661, 56.8849, 57.4036, 57.9223, 58.4412, 58.9599, 59.4787, 59.9975, 60.5162, 61.0349, 61.5538, 62.0725, 62.5913, 63.1101, 63.6288]","[8532.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4786.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5576.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4529.0, 3453.0, 1.0, 7113.0, 6723.0, 1.0, 1.0, 7128.0, 1.0, 1.0, 1.0]",125.03553009033203,,,,,,,
Thymine,HILIC5_Neg_192099M0093_2,,23.0,2.0,1.0,1.0,1.0,40.282,1.0,46,false,0.0,"[40.282, 40.8007, 41.3196, 41.8383, 42.3571, 42.8759, 43.3946, 43.9133, 44.4322, 44.9509, 45.4697, 45.9886, 46.5072, 47.026, 47.5449, 48.0635, 48.5823, 49.1012, 49.6198, 50.1386, 50.6575, 51.1761, 51.6949, 52.2138, 52.7324, 53.2511, 53.7701, 54.2887, 54.8075, 55.3264, 55.845, 56.3639, 56.8827, 57.4014, 57.9201, 58.439, 58.9576, 59.4763, 59.9953, 60.514, 61.0327, 61.5516, 62.0702, 62.5891, 63.1079, 63.6266]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,,,,,,,
Tryptophan,HILIC5_Neg_190379M0032_2,,269555.0,479226.0,287389.0,1.0,11295.0,124.841,1.0,46,false,0.0,"[113.428, 113.947, 114.466, 114.984, 115.503, 116.022, 116.541, 117.059, 117.578, 118.097, 118.616, 119.135, 119.653, 120.172, 120.691, 121.209, 121.728, 122.247, 122.766, 123.285, 123.803, 124.322, 124.841, 125.36, 125.878, 126.397, 126.916, 127.435, 127.953, 128.472, 128.991, 129.51, 130.029, 130.547, 131.066, 131.585, 132.104, 132.622, 133.141, 133.66, 134.179, 134.698, 135.216, 135.735, 136.254, 136.772]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 30325.0, 287389.0, 161512.0, 27842.0, 12448.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",203.08262634277344,,,,,,,
Tryptophan,HILIC5_Neg_196297M0027_1_20260412060811,,359174.0,620309.0,365789.0,1.0,15055.0,124.324,1.0,46,false,0.0,"[113.43, 113.949, 114.468, 114.986, 115.505, 116.024, 116.543, 117.061, 117.58, 118.099, 118.618, 119.137, 119.655, 120.174, 120.693, 121.212, 121.73, 122.249, 122.768, 123.287, 123.806, 124.324, 124.843, 125.362, 125.881, 126.399, 126.918, 127.437, 127.956, 128.474, 128.993, 129.512, 130.031, 130.549, 131.068, 131.587, 132.106, 132.625, 133.143, 133.662, 134.181, 134.7, 135.218, 135.737, 136.256, 136.775]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 14916.0, 107014.0, 365789.0, 147506.0, 44904.0, 7660.0, 4691.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",203.08265686035156,,,,,,,
Tryptophan,HILIC5_Neg_196297M0031_1,,43673.0,81073.0,47647.0,1.0,1829.0,125.362,1.0,46,false,0.0,"[113.43, 113.949, 114.468, 114.987, 115.505, 116.024, 116.543, 117.062, 117.581, 118.099, 118.618, 119.137, 119.656, 120.174, 120.693, 121.212, 121.731, 122.25, 122.768, 123.287, 123.806, 124.324, 124.843, 125.362, 125.881, 126.4, 126.918, 127.437, 127.956, 128.475, 128.993, 129.512, 130.031, 130.55, 131.068, 131.587, 132.106, 132.625, 133.144, 133.662, 134.181, 134.7, 135.219, 135.737, 136.256, 136.775]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 21853.0, 47647.0, 11573.0, 3037.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",203.08221435546875,,,,,,,
Tryptophan,HILIC5_Neg_196297M0031_2,,32498.0,57142.0,26731.0,1.0,1361.0,124.841,1.0,46,false,0.0,"[113.428, 113.947, 114.466, 114.985, 115.503, 116.022, 116.541, 117.06, 117.579, 118.097, 118.616, 119.135, 119.654, 120.172, 120.691, 121.21, 121.729, 122.247, 122.766, 123.285, 123.804, 124.322, 124.841, 125.36, 125.879, 126.397, 126.916, 127.435, 127.954, 128.473, 128.991, 129.51, 130.029, 130.548, 131.066, 131.585, 132.104, 132.623, 133.142, 133.66, 134.179, 134.698, 135.217, 135.735, 136.254, 136.773]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5387.0, 26731.0, 25024.0, 5444.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",203.0823211669922,,,,,,,
Tyrosine,HILIC5_Neg_190379M0033_1,,361048.0,643753.0,384841.0,1.0,14805.0,128.993,1.0,47,false,0.0,"[117.061, 117.58, 118.099, 118.617, 119.136, 119.655, 120.174, 120.693, 121.211, 121.73, 122.249, 122.768, 123.286, 123.805, 124.324, 124.843, 125.361, 125.88, 126.399, 126.918, 127.437, 127.955, 128.474, 128.993, 129.512, 130.03, 130.549, 131.068, 131.587, 132.106, 132.624, 133.143, 133.662, 134.18, 134.699, 135.218, 135.737, 136.256, 136.774, 137.293, 137.812, 138.331, 138.849, 139.368, 139.887, 140.406, 140.925]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 7714.0, 107349.0, 384841.0, 151563.0, 32348.0, 7279.0, 4713.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",180.06654357910156,,,,,,,
Tyrosine,HILIC5_Neg_190397M0116_1,,424559.0,732711.0,389282.0,1.0,17430.0,129.512,1.0,47,false,0.0,"[117.062, 117.58, 118.099, 118.618, 119.137, 119.655, 120.174, 120.693, 121.212, 121.73, 122.249, 122.768, 123.287, 123.806, 124.324, 124.843, 125.362, 125.881, 126.399, 126.918, 127.437, 127.956, 128.474, 128.993, 129.512, 130.031, 130.549, 131.068, 131.587, 132.106, 132.625, 133.143, 133.662, 134.181, 134.7, 135.218, 135.737, 136.256, 136.775, 137.293, 137.812, 138.331, 138.85, 139.369, 139.887, 140.406, 140.925]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 7930.0, 1.0, 8720.0, 20981.0, 249268.0, 389282.0, 94161.0, 29729.0, 12440.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4597.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2072.0]",180.0666961669922,,,,,,,
Tyrosine,HILIC5_Neg_192099M0004_1,,253491.0,448497.0,226182.0,1.0,10400.0,128.993,1.0,47,false,0.0,"[117.062, 117.581, 118.099, 118.618, 119.137, 119.656, 120.174, 120.693, 121.212, 121.731, 122.25, 122.768, 123.287, 123.806, 124.324, 124.843, 125.362, 125.881, 126.4, 126.918, 127.437, 127.956, 128.475, 128.993, 129.512, 130.031, 130.55, 131.068, 131.587, 132.106, 132.625, 133.144, 133.662, 134.181, 134.7, 135.219, 135.737, 136.256, 136.775, 137.294, 137.813, 138.331, 138.85, 139.369, 139.888, 140.406, 140.925]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5005.0, 12144.0, 142561.0, 226182.0, 79754.0, 15681.0, 7419.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",180.0665740966797,,,,,,,
Uracil,HILIC5_Neg_178878M0098_1_P1,,287819.0,95126.0,33474.0,1.0,12159.0,57.4012,11330.0,46,false,0.0,"[44.9507, 45.4696, 45.9882, 46.507, 47.0259, 47.5446, 48.0633, 48.5822, 49.1008, 49.6196, 50.1385, 50.6572, 51.1759, 51.6948, 52.2134, 52.7322, 53.2511, 53.7698, 54.2886, 54.8074, 55.326, 55.8448, 56.3637, 56.8824, 57.4012, 57.92, 58.4386, 58.9574, 59.4763, 59.995, 60.5138, 61.0326, 61.5513, 62.07, 62.5889, 63.1076, 63.6264, 64.1452, 64.6639, 65.1826, 65.7015, 66.2202, 66.739, 67.2578, 67.7765, 68.2953]","[5381.0, 4421.0, 15668.0, 6124.0, 1.0, 7774.0, 6874.0, 6426.0, 1.0, 1.0, 1.0, 10465.0, 20325.0, 7732.0, 16417.0, 13336.0, 17240.0, 14211.0, 17853.0, 14692.0, 18315.0, 23478.0, 15761.0, 29604.0, 33474.0, 32048.0, 23240.0, 25839.0, 23069.0, 20773.0, 17437.0, 19195.0, 18210.0, 14304.0, 5042.0, 5906.0, 11330.0, 5934.0, 2858.0, 4569.0, 5741.0, 3784.0, 5495.0, 5348.0, 1.0, 3612.0]",111.02008819580078,,,,,,,
Uracil,HILIC5_Neg_190379M0034_2,,452274.0,135905.0,53290.0,1.0,19118.0,58.9596,13771.0,46,false,0.0,"[44.9529, 45.4717, 45.9906, 46.5092, 47.028, 47.5468, 48.0655, 48.5843, 49.1032, 49.6218, 50.1406, 50.6594, 51.1781, 51.6969, 52.2158, 52.7344, 53.2532, 53.772, 54.2907, 54.8095, 55.3284, 55.847, 56.3658, 56.8846, 57.4033, 57.9221, 58.441, 58.9596, 59.4784, 59.9973, 60.5159, 61.0347, 61.5536, 62.0722, 62.591, 63.1099, 63.6285, 64.1474, 64.6662, 65.1848, 65.7036, 66.2225, 66.7411, 67.26, 67.7788, 68.2974]","[5753.0, 1.0, 16126.0, 12869.0, 13771.0, 8186.0, 5987.0, 15684.0, 1.0, 8093.0, 10053.0, 13693.0, 13611.0, 32322.0, 20386.0, 28723.0, 24217.0, 25926.0, 16601.0, 27685.0, 34096.0, 36255.0, 27154.0, 37223.0, 43660.0, 46514.0, 46211.0, 53290.0, 36404.0, 44020.0, 40086.0, 35138.0, 13269.0, 14684.0, 11737.0, 7154.0, 6215.0, 8518.0, 1.0, 10213.0, 7311.0, 1.0, 1.0, 1.0, 11117.0, 9482.0]",111.02001953125,,,,,,,
Uracil,HILIC5_Neg_192099M0003_2,,394165.0,105070.0,44133.0,1.0,16558.0,57.4036,16708.0,46,false,0.0,"[44.9531, 45.4719, 45.9908, 46.5095, 47.0282, 47.5471, 48.0657, 48.5845, 49.1034, 49.6221, 50.1409, 50.6597, 51.1783, 51.6971, 52.216, 52.7347, 53.2535, 53.7723, 54.291, 54.8097, 55.3286, 55.8473, 56.3661, 56.8849, 57.4036, 57.9223, 58.4412, 58.9599, 59.4787, 59.9975, 60.5162, 61.0349, 61.5538, 62.0725, 62.5913, 63.1101, 63.6288, 64.1475, 64.6664, 65.1851, 65.7039, 66.2227, 66.7414, 67.2602, 67.779, 68.2977]","[1.0, 1.0, 1.0, 7260.0, 8457.0, 11738.0, 1.0, 1.0, 1.0, 14832.0, 1.0, 16824.0, 31052.0, 22152.0, 18792.0, 19298.0, 24109.0, 36134.0, 27215.0, 20451.0, 16819.0, 26991.0, 30130.0, 30694.0, 44133.0, 30243.0, 37157.0, 42562.0, 27237.0, 38850.0, 30287.0, 25643.0, 18442.0, 14197.0, 9226.0, 16708.0, 4318.0, 3574.0, 4938.0, 12073.0, 1.0, 6262.0, 5203.0, 11862.0, 12078.0, 3741.0]",111.02011108398438,,,,,,,
Uracil,HILIC5_Neg_192099M0004_2,,767095.0,265481.0,103382.0,1.0,32269.0,58.4409,29687.0,46,false,0.0,"[44.9528, 45.4716, 45.9905, 46.5091, 47.0278, 47.5467, 48.0654, 48.5842, 49.1031, 49.6217, 50.1404, 50.6593, 51.178, 51.6968, 52.2157, 52.7343, 53.253, 53.7719, 54.2906, 54.8094, 55.3283, 55.8469, 56.3658, 56.8845, 57.4033, 57.922, 58.4409, 58.9595, 59.4784, 59.9972, 60.5159, 61.0346, 61.5535, 62.0721, 62.591, 63.1098, 63.6285, 64.1472, 64.6661, 65.1847, 65.7034, 66.2224, 66.7411, 67.2598, 67.7787, 68.2973]","[5852.0, 6377.0, 18457.0, 11802.0, 1.0, 1.0, 1.0, 1.0, 1.0, 9848.0, 9900.0, 48093.0, 39532.0, 47231.0, 53408.0, 43723.0, 40605.0, 55787.0, 37576.0, 41978.0, 56201.0, 54352.0, 64206.0, 74065.0, 64015.0, 80193.0, 103382.0, 81906.0, 82487.0, 65400.0, 52482.0, 52773.0, 38805.0, 29687.0, 24615.0, 13144.0, 14111.0, 9171.0, 6535.0, 16411.0, 6326.0, 9018.0, 5416.0, 1.0, 3987.0, 5492.0]",111.02005004882812,,,,,,,
Uracil,HILIC5_Neg_192099M0093_2,,466221.0,113414.0,49763.0,1.0,19687.0,55.3264,18384.0,46,false,0.0,"[44.9509, 45.4697, 45.9886, 46.5072, 47.026, 47.5449, 48.0635, 48.5823, 49.1012, 49.6198, 50.1386, 50.6575, 51.1761, 51.6949, 52.2138, 52.7324, 53.2511, 53.7701, 54.2887, 54.8075, 55.3264, 55.845, 56.3639, 56.8827, 57.4014, 57.9201, 58.439, 58.9576, 59.4763, 59.9953, 60.514, 61.0327, 61.5516, 62.0702, 62.5891, 63.1079, 63.6266, 64.1453, 64.6642, 65.1828, 65.7017, 66.2205, 66.7392, 67.2579, 67.7768, 68.2954]","[9941.0, 6663.0, 18384.0, 5904.0, 9455.0, 1.0, 1.0, 12658.0, 1.0, 1.0, 13507.0, 15856.0, 35012.0, 38550.0, 35243.0, 20516.0, 32545.0, 30927.0, 32384.0, 35799.0, 49763.0, 27852.0, 36784.0, 39284.0, 33028.0, 49266.0, 36521.0, 40812.0, 42330.0, 37689.0, 30522.0, 14183.0, 20853.0, 18731.0, 23425.0, 7624.0, 5549.0, 1.0, 6171.0, 5721.0, 1.0, 11920.0, 4882.0, 1.0, 5500.0, 3821.0]",111.02005004882812,,,,,,,
Uridine,HILIC5_Neg_186191M0001_2_P2,,136713.0,194462.0,79060.0,1.0,8785.0,104.092,1.0,30,false,0.0,"[96.3099, 96.8288, 97.3476, 97.8663, 98.3852, 98.9038, 99.4225, 99.9414, 100.46, 100.979, 101.498, 102.016, 102.535, 103.054, 103.573, 104.092, 104.61, 105.129, 105.648, 106.167, 106.685, 107.204, 107.723, 108.242, 108.76, 109.279, 109.798, 110.317, 110.836, 111.354]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5951.0, 37665.0, 60989.0, 79060.0, 54413.0, 14870.0, 10574.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",243.06243896484375,,,,,,,
Uridine,HILIC5_Neg_186191M0010_2_P2,,364470.0,492130.0,183800.0,1.0,23420.0,104.091,1.0,30,false,0.0,"[96.3098, 96.8288, 97.3475, 97.8662, 98.3851, 98.9037, 99.4224, 99.9414, 100.46, 100.979, 101.498, 102.016, 102.535, 103.054, 103.573, 104.091, 104.61, 105.129, 105.648, 106.167, 106.685, 107.204, 107.723, 108.242, 108.76, 109.279, 109.798, 110.317, 110.835, 111.354]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 21325.0, 95915.0, 142169.0, 183800.0, 166161.0, 39616.0, 23641.0, 19895.0, 1.0, 1.0, 1.0, 4941.0, 1.0, 1.0, 5111.0, 1.0, 1.0, 1.0]",243.06253051757812,,,,,,,
Uridine,HILIC5_Neg_190379M0035_1,,604153.0,865283.0,361664.0,1.0,38819.0,104.092,1.0,30,false,0.0,"[96.3104, 96.829, 97.3478, 97.8666, 98.3853, 98.9041, 99.423, 99.9416, 100.46, 100.979, 101.498, 102.017, 102.536, 103.054, 103.573, 104.092, 104.611, 105.129, 105.648, 106.167, 106.686, 107.204, 107.723, 108.242, 108.761, 109.279, 109.798, 110.317, 110.836, 111.355]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 29829.0, 131507.0, 232199.0, 361664.0, 271420.0, 67949.0, 22743.0, 21006.0, 8759.0, 1.0, 1.0, 1.0, 6708.0, 1.0, 6198.0, 1.0, 4569.0, 1.0]",243.062255859375,,,,,,,
Uridine,HILIC5_Neg_192099M0002_1,,763098.0,993997.0,374242.0,1.0,49101.0,104.092,5106.0,30,false,0.0,"[96.3103, 96.829, 97.3479, 97.8665, 98.3854, 98.9043, 99.4229, 99.9417, 100.461, 100.979, 101.498, 102.017, 102.536, 103.054, 103.573, 104.092, 104.611, 105.129, 105.648, 106.167, 106.686, 107.204, 107.723, 108.242, 108.761, 109.279, 109.798, 110.317, 110.836, 111.355]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 29559.0, 215741.0, 297538.0, 374242.0, 322217.0, 88260.0, 53683.0, 35103.0, 12146.0, 10331.0, 1.0, 5796.0, 1.0, 5106.0, 7310.0, 5602.0, 6282.0, 4104.0]",243.0623779296875,,,,,,,
Uridine,HILIC5_Neg_192099M0002_2,,647331.0,763290.0,314820.0,1.0,41594.0,104.091,1.0,30,false,0.0,"[96.309, 96.8277, 97.3466, 97.8653, 98.3841, 98.903, 99.4216, 99.9403, 100.459, 100.978, 101.497, 102.016, 102.534, 103.053, 103.572, 104.091, 104.609, 105.128, 105.647, 106.166, 106.685, 107.203, 107.722, 108.241, 108.759, 109.278, 109.797, 110.316, 110.835, 111.353]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 11228.0, 81259.0, 229968.0, 291212.0, 314820.0, 157258.0, 59960.0, 48649.0, 15386.0, 8659.0, 8701.0, 1.0, 1.0, 5774.0, 9294.0, 1.0, 5650.0, 1.0, 1.0]",243.06239318847656,,,,,,,
Uridine,HILIC5_Neg_192099M0003_1,,893642.0,1173217.0,502384.0,1.0,57423.0,104.091,4439.0,30,false,0.0,"[96.3092, 96.8279, 97.3467, 97.8656, 98.3842, 98.903, 99.4218, 99.9405, 100.459, 100.978, 101.497, 102.016, 102.534, 103.053, 103.572, 104.091, 104.609, 105.128, 105.647, 106.166, 106.685, 107.203, 107.722, 108.241, 108.76, 109.278, 109.797, 110.316, 110.835, 111.353]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 7710.0, 79986.0, 295101.0, 441571.0, 502384.0, 229262.0, 53776.0, 34759.0, 26669.0, 14554.0, 4439.0, 1.0, 3263.0, 1.0, 7339.0, 6920.0, 6302.0, 8629.0, 1.0]",243.06246948242188,,,,,,,
Uridine,HILIC5_Neg_192099M0092_1,,1188855.0,1614832.0,632887.0,1.0,76390.0,104.092,6570.0,30,false,0.0,"[96.3107, 96.8294, 97.3483, 97.867, 98.3858, 98.9047, 99.4233, 99.942, 100.461, 100.98, 101.498, 102.017, 102.536, 103.055, 103.573, 104.092, 104.611, 105.13, 105.648, 106.167, 106.686, 107.205, 107.724, 108.242, 108.761, 109.28, 109.799, 110.317, 110.836, 111.355]","[1.0, 9741.0, 8897.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 44331.0, 307118.0, 562119.0, 632887.0, 419826.0, 103547.0, 70301.0, 58765.0, 21735.0, 10756.0, 6570.0, 6158.0, 1.0, 4981.0, 16437.0, 7532.0, 1.0, 1.0]",243.06222534179688,,,,,,,
Uridine,HILIC5_Neg_196297M0029_2,,412598.0,630008.0,315005.0,1.0,26516.0,103.573,1.0,30,false,0.0,"[96.3106, 96.8293, 97.3482, 97.8668, 98.3855, 98.9044, 99.4232, 99.9419, 100.461, 100.979, 101.498, 102.017, 102.536, 103.055, 103.573, 104.092, 104.611, 105.13, 105.648, 106.167, 106.686, 107.205, 107.723, 108.242, 108.761, 109.28, 109.799, 110.317, 110.836, 111.355]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10395.0, 133246.0, 315005.0, 181757.0, 73345.0, 27850.0, 24781.0, 18008.0, 1.0, 1.0, 1.0, 1.0, 3550.0, 7514.0, 1.0, 1.0, 1.0, 1.0]",243.06236267089844,,,,,,,
Uridine,HILIC5_Neg_196297M0030_1,,717977.0,988632.0,364405.0,1.0,46138.0,104.091,1.0,30,false,0.0,"[96.3096, 96.8285, 97.3474, 97.866, 98.3847, 98.9036, 99.4222, 99.9411, 100.46, 100.979, 101.497, 102.016, 102.535, 103.054, 103.573, 104.091, 104.61, 105.129, 105.647, 106.166, 106.685, 107.204, 107.723, 108.241, 108.76, 109.279, 109.798, 110.316, 110.835, 111.354]","[1.0, 1.0, 1.0, 10463.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 25623.0, 147885.0, 266250.0, 364405.0, 357977.0, 83097.0, 54309.0, 33562.0, 18762.0, 1.0, 5184.0, 1.0, 1.0, 4739.0, 4711.0, 1.0, 7159.0, 1.0]",243.0623016357422,,,,,,,
Urocanate,HILIC5_Neg_190379M0033_2,,11579369.0,19366291.0,9928152.0,25669.0,1719583.0,108.243,291693.0,13,false,0.0,"[106.168, 106.687, 107.205, 107.724, 108.243, 108.762, 109.28, 109.799, 110.318, 110.837, 111.355, 111.874, 112.393]","[25669.0, 30668.0, 197055.0, 4202663.0, 9928152.0, 5235476.0, 1473596.0, 462949.0, 291693.0, 244858.0, 125997.0, 88244.0, 47555.0]",137.03565979003906,,,,,,,
Urocanate,HILIC5_Neg_192099M0001_2_20260412055403,,5398938.0,9108480.0,4387657.0,1.0,800857.0,108.241,177919.0,13,false,0.0,"[106.166, 106.684, 107.203, 107.722, 108.241, 108.759, 109.278, 109.797, 110.316, 110.835, 111.353, 111.872, 112.391]","[1.0, 8948.0, 321572.0, 2949360.0, 4387657.0, 1771463.0, 515165.0, 177919.0, 121784.0, 83640.0, 46802.0, 21839.0, 4992.0]",137.03573608398438,,,,,,,
Urocanate,HILIC5_Neg_192099M0005_1_20260412062213,,2024617.0,3329165.0,1651774.0,4505.0,301023.0,108.242,48769.0,13,false,0.0,"[106.167, 106.686, 107.205, 107.723, 108.242, 108.761, 109.28, 109.798, 110.317, 110.836, 111.355, 111.873, 112.392]","[7390.0, 4505.0, 39438.0, 634173.0, 1651774.0, 1043218.0, 287428.0, 84003.0, 48769.0, 32982.0, 38275.0, 26262.0, 15088.0]",137.03578186035156,,,,,,,
Urocanate,HILIC5_Neg_192099M0093_1,,2913483.0,4644389.0,2281274.0,1.0,433042.0,108.243,75612.0,13,false,0.0,"[106.167, 106.686, 107.205, 107.724, 108.243, 108.761, 109.28, 109.799, 110.318, 110.836, 111.355, 111.874, 112.393]","[1.0, 1.0, 32893.0, 505939.0, 2281274.0, 1857176.0, 567506.0, 145250.0, 75612.0, 69062.0, 38251.0, 33039.0, 23541.0]",137.03561401367188,,,,,,,
Urocanate,HILIC5_Neg_196297M0065_1,,15156085.0,23708330.0,11620952.0,18596.0,2251911.0,108.242,431319.0,13,false,0.0,"[106.167, 106.686, 107.205, 107.723, 108.242, 108.761, 109.28, 109.798, 110.317, 110.836, 111.355, 111.873, 112.392]","[25210.0, 18596.0, 144353.0, 2708799.0, 11620952.0, 9378579.0, 3199946.0, 976614.0, 431319.0, 315185.0, 226963.0, 123015.0, 105318.0]",137.03553771972656,,,,,,,
