peak_label,ms_file_label,total_intensity,peak_area,peak_area_top3,peak_max,peak_min,peak_mean,peak_rt_of_max,peak_median,peak_n_datapoints,rt_aligned,rt_shift,scan_time,intensity,peak_mz_of_max,peak_area_fitted,peak_sigma,peak_tau,peak_asymmetry,peak_rt_fitted,fit_r_squared,fit_success
Alanine,HILIC5_Neg_192099M0005_1_20260412062213,,1360047.0,2342789.0,1096194.0,1.0,154250.0,137.812,15906.0,17,false,0.0,"[134.699, 135.218, 135.737, 136.256, 136.774, 137.293, 137.812, 138.331, 138.849, 139.368, 139.887, 140.406, 140.925, 141.443, 141.962, 142.481, 142.999]","[1.0, 1.0, 1.0, 16391.0, 148391.0, 917409.0, 1096194.0, 329186.0, 52326.0, 19124.0, 15906.0, 6611.0, 7517.0, 6752.0, 2218.0, 1839.0, 2386.0]",88.04058074951172,,,,,,,
Alanine,HILIC5_Neg_192099M0093_1,,1424431.0,2501706.0,1247070.0,1.0,161590.0,137.812,12793.0,17,false,0.0,"[134.7, 135.218, 135.737, 136.256, 136.775, 137.293, 137.812, 138.331, 138.85, 139.369, 139.887, 140.406, 140.925, 141.444, 141.962, 142.481, 143.0]","[1.0, 1.0, 1.0, 1.0, 133372.0, 987187.0, 1247070.0, 267449.0, 39543.0, 22746.0, 9194.0, 12793.0, 12998.0, 4520.0, 5244.0, 2223.0, 2690.0]",88.04049682617188,,,,,,,
Alanine,HILIC5_Neg_196297M0065_1,,903181.0,1566984.0,937245.0,1.0,102531.0,137.812,9039.0,17,false,0.0,"[134.699, 135.218, 135.737, 136.256, 136.774, 137.293, 137.812, 138.331, 138.849, 139.368, 139.887, 140.406, 140.925, 141.443, 141.962, 142.481, 143.0]","[1.0, 1.0, 1.0, 1.0, 34912.0, 197057.0, 937245.0, 432682.0, 76289.0, 21190.0, 9039.0, 5441.0, 9956.0, 5652.0, 5071.0, 3974.0, 4520.0]",88.04046630859375,,,,,,,
Allantoin,HILIC5_Neg_178878M0098_3_P1,,1186645.0,2032759.0,1191110.0,1.0,49742.0,113.949,1.0,46,false,0.0,"[102.017, 102.536, 103.054, 103.573, 104.092, 104.611, 105.129, 105.648, 106.167, 106.686, 107.204, 107.723, 108.242, 108.761, 109.28, 109.798, 110.317, 110.836, 111.355, 111.873, 112.392, 112.911, 113.43, 113.949, 114.467, 114.986, 115.505, 116.024, 116.542, 117.061, 117.58, 118.099, 118.618, 119.136, 119.655, 120.174, 120.692, 121.211, 121.73, 122.249, 122.767, 123.286, 123.805, 124.324, 124.843, 125.361]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4144.0, 7547.0, 4482.0, 6462.0, 3899.0, 5326.0, 24894.0, 280134.0, 1191110.0, 561515.0, 107186.0, 30784.0, 18947.0, 15208.0, 14109.0, 8067.0, 4299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",157.0369873046875,,,,,,,
Allantoin,HILIC5_Neg_192099M0092_2,,697826.0,1162178.0,547188.0,1.0,29245.0,113.431,1.0,46,false,0.0,"[102.018, 102.536, 103.055, 103.574, 104.093, 104.611, 105.13, 105.649, 106.168, 106.687, 107.205, 107.724, 108.243, 108.762, 109.28, 109.799, 110.318, 110.837, 111.356, 111.874, 112.393, 112.912, 113.431, 113.949, 114.468, 114.987, 115.505, 116.024, 116.543, 117.062, 117.581, 118.099, 118.618, 119.137, 119.656, 120.174, 120.693, 121.212, 121.731, 122.25, 122.768, 123.287, 123.806, 124.325, 124.843, 125.362]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5376.0, 1.0, 9151.0, 7887.0, 6228.0, 7305.0, 47005.0, 461699.0, 547188.0, 153291.0, 46516.0, 23310.0, 17292.0, 8718.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4293.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",157.03684997558594,,,,,,,
Alpha-Ketoglutaric Acid,HILIC5_Neg_190379M0032_1_20260412063614,,10010.0,6437.0,6435.0,1.0,419.0,96.3081,1.0,46,false,0.0,"[94.7519, 95.2706, 95.7895, 96.3081, 96.8268, 97.3457, 97.8645, 98.3832, 98.9021, 99.4207, 99.9394, 100.458, 100.977, 101.496, 102.015, 102.533, 103.052, 103.571, 104.09, 104.608, 105.127, 105.646, 106.165, 106.684, 107.202, 107.721, 108.24, 108.759, 109.277, 109.796, 110.315, 110.834, 111.352, 111.871, 112.39, 112.909, 113.427, 113.946, 114.465, 114.984, 115.502, 116.021, 116.54, 117.059, 117.578, 118.096]","[1.0, 1.0, 1.0, 6435.0, 1.0, 6025.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3483.0, 1.0, 1.0, 1.0, 3310.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",145.01560974121094,,,,,,,
Alpha-Ketoglutaric Acid,HILIC5_Neg_190379M0034_1_20260412065015,,10236.0,7961.0,7959.0,1.0,429.0,98.9041,1.0,46,false,0.0,"[94.7539, 95.2726, 95.7915, 96.3101, 96.829, 97.3479, 97.8665, 98.3852, 98.9041, 99.4227, 99.9416, 100.46, 100.979, 101.498, 102.017, 102.535, 103.054, 103.573, 104.092, 104.61, 105.129, 105.648, 106.167, 106.686, 107.204, 107.723, 108.242, 108.761, 109.279, 109.798, 110.317, 110.836, 111.355, 111.873, 112.392, 112.911, 113.429, 113.948, 114.467, 114.986, 115.504, 116.023, 116.542, 117.061, 117.58, 118.098]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 7959.0, 1.0, 1.0, 1.0, 4049.0, 1.0, 1.0, 4183.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3501.0, 1.0]",145.01560974121094,,,,,,,
Alpha-Ketoglutaric Acid,HILIC5_Neg_196297M0026_2,,9283.0,5222.0,5220.0,1.0,389.0,100.98,1.0,46,false,0.0,"[94.7553, 95.274, 95.7929, 96.3115, 96.8302, 97.3491, 97.8679, 98.3866, 98.9055, 99.4241, 99.9428, 100.462, 100.98, 101.499, 102.018, 102.537, 103.055, 103.574, 104.093, 104.612, 105.131, 105.649, 106.168, 106.687, 107.206, 107.724, 108.243, 108.762, 109.281, 109.8, 110.318, 110.837, 111.356, 111.875, 112.393, 112.912, 113.431, 113.95, 114.468, 114.987, 115.506, 116.025, 116.543, 117.062, 117.581, 118.1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5220.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4416.0, 1.0, 1.0, 1.0, 3534.0, 1.0, 1.0, 4688.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",145.01426696777344,,,,,,,
Alpha-Ketoglutaric Acid,HILIC5_Neg_196297M0031_2,,23.0,2.0,1.0,1.0,1.0,94.7527,1.0,46,false,0.0,"[94.7527, 95.2715, 95.7903, 96.3089, 96.8277, 97.3466, 97.8653, 98.3841, 98.9029, 99.4215, 99.9403, 100.459, 100.978, 101.497, 102.016, 102.534, 103.053, 103.572, 104.091, 104.609, 105.128, 105.647, 106.166, 106.684, 107.203, 107.722, 108.241, 108.759, 109.278, 109.797, 110.316, 110.834, 111.353, 111.872, 112.391, 112.91, 113.428, 113.947, 114.466, 114.985, 115.503, 116.022, 116.541, 117.06, 117.579, 118.097]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,,,,,,,
Alpha-Ketoglutaric Acid,HILIC5_Neg_196297M0065_2_20260412071815,,10789.0,8510.0,5131.0,1.0,508.0,118.099,1.0,46,false,0.0,"[94.7546, 95.2734, 95.7922, 96.3109, 96.8296, 97.3485, 97.8672, 98.386, 98.9048, 99.4235, 99.9422, 100.461, 100.98, 101.499, 102.017, 102.536, 103.055, 103.574, 104.092, 104.611, 105.13, 105.649, 106.167, 106.686, 107.205, 107.724, 108.243, 108.761, 109.28, 109.799, 110.318, 110.836, 111.355, 111.874, 112.393, 112.911, 113.43, 113.949, 114.468, 114.986, 115.505, 116.024, 116.543, 117.062, 117.58, 118.099]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4654.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3490.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2923.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3750.0, 3379.0, 5131.0]",145.01431274414062,,,,,,,
Arabitol,HILIC5_Neg_190379M0033_1,,95487.0,107372.0,45494.0,1.0,4002.0,117.061,1.0,46,false,0.0,"[106.167, 106.686, 107.205, 107.723, 108.242, 108.761, 109.28, 109.798, 110.317, 110.836, 111.355, 111.874, 112.392, 112.911, 113.43, 113.949, 114.467, 114.986, 115.505, 116.024, 116.542, 117.061, 117.58, 118.099, 118.617, 119.136, 119.655, 120.174, 120.693, 121.211, 121.73, 122.249, 122.768, 123.286, 123.805, 124.324, 124.843, 125.361, 125.88, 126.399, 126.918, 127.437, 127.955, 128.474, 128.993, 129.512]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4901.0, 19839.0, 25916.0, 45494.0, 35962.0, 19518.0, 24391.0, 4634.0, 3378.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",151.06134033203125,,,,,,,
Arabitol,HILIC5_Neg_190397M0116_1,,232101.0,316809.0,146205.0,1.0,9727.0,117.58,1.0,46,false,0.0,"[106.167, 106.686, 107.205, 107.724, 108.243, 108.761, 109.28, 109.799, 110.318, 110.836, 111.355, 111.874, 112.393, 112.911, 113.43, 113.949, 114.468, 114.986, 115.505, 116.024, 116.543, 117.062, 117.58, 118.099, 118.618, 119.137, 119.655, 120.174, 120.693, 121.212, 121.73, 122.249, 122.768, 123.287, 123.806, 124.324, 124.843, 125.362, 125.881, 126.399, 126.918, 127.437, 127.956, 128.474, 128.993, 129.512]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 14998.0, 17979.0, 74680.0, 146205.0, 95924.0, 36521.0, 31085.0, 11004.0, 1.0, 1.0, 1.0, 1.0, 1.0, 14259.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4771.0, 1.0, 1.0, 1.0, 1.0, 1.0]",151.06143188476562,,,,,,,
Arabitol,HILIC5_Neg_192099M0004_1,,102645.0,121149.0,51171.0,1.0,4301.0,117.062,1.0,46,false,0.0,"[106.168, 106.686, 107.205, 107.724, 108.243, 108.761, 109.28, 109.799, 110.318, 110.837, 111.355, 111.874, 112.393, 112.912, 113.43, 113.949, 114.468, 114.987, 115.505, 116.024, 116.543, 117.062, 117.581, 118.099, 118.618, 119.137, 119.656, 120.174, 120.693, 121.212, 121.731, 122.25, 122.768, 123.287, 123.806, 124.324, 124.843, 125.362, 125.881, 126.4, 126.918, 127.437, 127.956, 128.475, 128.993, 129.512]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 13145.0, 26198.0, 29000.0, 51171.0, 40978.0, 25270.0, 7834.0, 4218.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",151.06134033203125,,,,,,,
Arginine,HILIC5_Neg_192099M0093_2,,1294129.0,2249846.0,1367676.0,1.0,54217.0,149.223,1.0,46,false,0.0,"[137.81, 138.329, 138.848, 139.367, 139.885, 140.404, 140.923, 141.442, 141.96, 142.479, 142.998, 143.517, 144.036, 144.554, 145.073, 145.592, 146.111, 146.629, 147.148, 147.667, 148.186, 148.704, 149.223, 149.742, 150.261, 150.779, 151.298, 151.817, 152.336, 152.855, 153.373, 153.892, 154.411, 154.93, 155.448, 155.967, 156.486, 157.005, 157.523, 158.042, 158.561, 159.08, 159.599, 160.117, 160.636, 161.155]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1809.0, 15245.0, 314923.0, 1367676.0, 567247.0, 120197.0, 38985.0, 19018.0, 14504.0, 6542.0, 4105.0, 4500.0, 2791.0, 2045.0, 2171.0, 3258.0, 1.0, 1.0, 3083.0, 1.0, 3704.0, 2164.0, 1.0, 1.0, 1.0, 1.0, 1.0]",173.10433959960938,,,,,,,
Ascorbic Acid,HILIC5_Neg_190379M0033_1,,720861.0,914999.0,532200.0,1.0,30282.0,107.205,5102.0,46,false,0.0,"[100.461, 100.979, 101.498, 102.017, 102.536, 103.054, 103.573, 104.092, 104.611, 105.13, 105.648, 106.167, 106.686, 107.205, 107.723, 108.242, 108.761, 109.28, 109.798, 110.317, 110.836, 111.355, 111.874, 112.392, 112.911, 113.43, 113.949, 114.467, 114.986, 115.505, 116.024, 116.542, 117.061, 117.58, 118.099, 118.617, 119.136, 119.655, 120.174, 120.693, 121.211, 121.73, 122.249, 122.768, 123.286, 123.805]","[6522.0, 3129.0, 6123.0, 10736.0, 6126.0, 3086.0, 5285.0, 1.0, 1.0, 5511.0, 1.0, 18081.0, 236450.0, 532200.0, 146349.0, 50246.0, 37430.0, 25575.0, 31034.0, 94272.0, 50358.0, 35500.0, 23195.0, 14177.0, 6827.0, 10154.0, 1.0, 1.0, 1.0, 3792.0, 1.0, 8264.0, 4915.0, 4053.0, 1.0, 5102.0, 4444.0, 4032.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",175.02468872070312,,,,,,,
Ascorbic Acid,HILIC5_Neg_190397M0116_1,,940256.0,1160950.0,708370.0,1.0,39434.0,107.205,7980.0,46,false,0.0,"[100.461, 100.98, 101.499, 102.017, 102.536, 103.055, 103.574, 104.092, 104.611, 105.13, 105.649, 106.167, 106.686, 107.205, 107.724, 108.243, 108.761, 109.28, 109.799, 110.318, 110.836, 111.355, 111.874, 112.393, 112.911, 113.43, 113.949, 114.468, 114.986, 115.505, 116.024, 116.543, 117.062, 117.58, 118.099, 118.618, 119.137, 119.655, 120.174, 120.693, 121.212, 121.73, 122.249, 122.768, 123.287, 123.806]","[3825.0, 1.0, 5527.0, 7980.0, 9736.0, 10326.0, 1.0, 4825.0, 9875.0, 8100.0, 22445.0, 17410.0, 139098.0, 708370.0, 313482.0, 66829.0, 47232.0, 38592.0, 41901.0, 106798.0, 78539.0, 41867.0, 21885.0, 16866.0, 12702.0, 13879.0, 10468.0, 11817.0, 7119.0, 6575.0, 7016.0, 7390.0, 6896.0, 4915.0, 1.0, 3687.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",175.02484130859375,,,,,,,
Ascorbic Acid,HILIC5_Neg_192099M0004_1,,1168415.0,1457870.0,755923.0,1.0,49031.0,106.686,6945.0,46,false,0.0,"[100.461, 100.98, 101.499, 102.018, 102.536, 103.055, 103.574, 104.093, 104.611, 105.13, 105.649, 106.168, 106.686, 107.205, 107.724, 108.243, 108.761, 109.28, 109.799, 110.318, 110.837, 111.355, 111.874, 112.393, 112.912, 113.43, 113.949, 114.468, 114.987, 115.505, 116.024, 116.543, 117.062, 117.581, 118.099, 118.618, 119.137, 119.656, 120.174, 120.693, 121.212, 121.731, 122.25, 122.768, 123.287, 123.806]","[6123.0, 12469.0, 6945.0, 8130.0, 8014.0, 1.0, 1.0, 1.0, 5608.0, 9171.0, 13831.0, 111441.0, 755923.0, 590506.0, 115048.0, 57545.0, 54741.0, 51140.0, 107990.0, 135245.0, 64685.0, 34559.0, 25992.0, 23332.0, 12138.0, 6102.0, 1.0, 10180.0, 7429.0, 1.0, 1.0, 11148.0, 3931.0, 6050.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",175.02476501464844,,,,,,,
Asparagine,HILIC5_Neg_192099M0094_1,,719337.0,1197027.0,686303.0,1.0,29510.0,138.329,1.0,47,false,0.0,"[126.916, 127.435, 127.954, 128.473, 128.991, 129.51, 130.029, 130.548, 131.066, 131.585, 132.104, 132.623, 133.142, 133.66, 134.179, 134.698, 135.217, 135.735, 136.254, 136.773, 137.292, 137.811, 138.329, 138.848, 139.367, 139.886, 140.404, 140.923, 141.442, 141.961, 142.48, 142.998, 143.517, 144.036, 144.555, 145.073, 145.592, 146.111, 146.629, 147.148, 147.667, 148.186, 148.705, 149.223, 149.742, 150.261, 150.78]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 8282.0, 251219.0, 686303.0, 259505.0, 71753.0, 29849.0, 16659.0, 8063.0, 10879.0, 4007.0, 3352.0, 4324.0, 8506.0, 13268.0, 6367.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2109.0, 1.0, 1.0, 1.0, 2494.0, 1.0, 1.0]",131.04623413085938,,,,,,,
Asparagine,HILIC5_Neg_192099M0094_2,,709190.0,1138808.0,634559.0,1.0,29749.0,137.812,1.0,46,false,0.0,"[126.918, 127.437, 127.955, 128.474, 128.993, 129.512, 130.03, 130.549, 131.068, 131.587, 132.106, 132.624, 133.143, 133.662, 134.181, 134.699, 135.218, 135.737, 136.256, 136.775, 137.293, 137.812, 138.331, 138.849, 139.368, 139.887, 140.406, 140.924, 141.443, 141.962, 142.481, 143.0, 143.518, 144.037, 144.556, 145.075, 145.593, 146.112, 146.631, 147.15, 147.669, 148.187, 148.706, 149.225, 149.744, 150.262]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 82270.0, 634559.0, 421979.0, 104073.0, 43268.0, 17000.0, 10620.0, 8645.0, 7167.0, 8165.0, 4245.0, 3482.0, 8464.0, 6731.0, 2737.0, 2278.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2729.0]",131.04615783691406,,,,,,,
Aspartic Acid,HILIC5_Neg_186191M0010_1_P2,,1568039.0,2230499.0,1061129.0,1.0,64386.0,145.074,8405.0,47,false,0.0,"[132.624, 133.142, 133.661, 134.18, 134.699, 135.218, 135.736, 136.255, 136.774, 137.293, 137.811, 138.33, 138.849, 139.368, 139.887, 140.405, 140.924, 141.443, 141.962, 142.48, 142.999, 143.518, 144.037, 144.556, 145.074, 145.593, 146.112, 146.63, 147.149, 147.668, 148.187, 148.705, 149.224, 149.743, 150.262, 150.781, 151.299, 151.818, 152.337, 152.856, 153.374, 153.893, 154.412, 154.931, 155.45, 155.968, 156.487]","[1.0, 1.0, 1.0, 1.0, 10195.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3258.0, 1.0, 1.0, 3208.0, 1638.0, 1507.0, 2044.0, 1.0, 1.0, 5696.0, 43224.0, 681196.0, 1061129.0, 488174.0, 206980.0, 117506.0, 58612.0, 41370.0, 44622.0, 27284.0, 30162.0, 25431.0, 21915.0, 24405.0, 20769.0, 15818.0, 14175.0, 7689.0, 11198.0, 11693.0, 10487.0, 12376.0, 8405.0, 8509.0, 5448.0]",132.03028869628906,,,,,,,
Aspartic Acid,HILIC5_Neg_190397M0116_2,,376591.0,521055.0,278982.0,1.0,15449.0,144.556,2213.0,47,false,0.0,"[132.624, 133.143, 133.661, 134.18, 134.699, 135.218, 135.736, 136.255, 136.774, 137.293, 137.812, 138.33, 138.849, 139.368, 139.887, 140.405, 140.924, 141.443, 141.962, 142.481, 142.999, 143.518, 144.037, 144.556, 145.074, 145.593, 146.112, 146.631, 147.15, 147.668, 148.187, 148.706, 149.224, 149.743, 150.262, 150.781, 151.299, 151.818, 152.337, 152.856, 153.375, 153.893, 154.412, 154.931, 155.45, 155.968, 156.487]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2456.0, 3380.0, 4975.0, 71160.0, 278982.0, 170913.0, 53117.0, 30973.0, 17152.0, 11182.0, 12093.0, 8606.0, 8861.0, 5370.0, 4108.0, 8981.0, 3763.0, 2330.0, 7551.0, 4066.0, 1.0, 4102.0, 5641.0, 1.0, 2535.0, 2213.0, 1572.0, 1.0]",132.03024291992188,,,,,,,
Aspartic Acid,HILIC5_Neg_192099M0001_1,,1254982.0,1739520.0,891463.0,1.0,51537.0,144.556,7570.0,47,false,0.0,"[132.624, 133.143, 133.662, 134.181, 134.699, 135.218, 135.737, 136.256, 136.775, 137.293, 137.812, 138.331, 138.849, 139.368, 139.887, 140.406, 140.925, 141.443, 141.962, 142.481, 143.0, 143.518, 144.037, 144.556, 145.075, 145.593, 146.112, 146.631, 147.15, 147.669, 148.187, 148.706, 149.225, 149.744, 150.262, 150.781, 151.3, 151.819, 152.338, 152.856, 153.375, 153.894, 154.413, 154.931, 155.45, 155.969, 156.488]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 19417.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2450.0, 22212.0, 339647.0, 891463.0, 508410.0, 203885.0, 99028.0, 62696.0, 36846.0, 27465.0, 24955.0, 24058.0, 16567.0, 15457.0, 13981.0, 16110.0, 15174.0, 9472.0, 8550.0, 8417.0, 10200.0, 9898.0, 7570.0, 7778.0, 7419.0, 6405.0, 6698.0]",132.0302276611328,,,,,,,
Aspartic Acid,HILIC5_Neg_192099M0091_1,,859597.0,1216507.0,649251.0,1.0,35301.0,144.557,5405.0,47,false,0.0,"[132.625, 133.144, 133.663, 134.181, 134.7, 135.219, 135.738, 136.256, 136.775, 137.294, 137.813, 138.331, 138.85, 139.369, 139.888, 140.406, 140.925, 141.444, 141.963, 142.481, 143.0, 143.519, 144.038, 144.557, 145.075, 145.594, 146.113, 146.632, 147.15, 147.669, 148.188, 148.707, 149.226, 149.744, 150.263, 150.782, 151.301, 151.819, 152.338, 152.857, 153.376, 153.894, 154.413, 154.932, 155.451, 155.969, 156.488]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2260.0, 2457.0, 17271.0, 244503.0, 649251.0, 322753.0, 123917.0, 66787.0, 34645.0, 23864.0, 19062.0, 11908.0, 15356.0, 14169.0, 8382.0, 9010.0, 12316.0, 13202.0, 9260.0, 5488.0, 9716.0, 8666.0, 10049.0, 9253.0, 6515.0, 5405.0, 1.0, 3668.0]",132.0301055908203,,,,,,,
Aspartic Acid,HILIC5_Neg_192099M0091_2,,327790.0,451214.0,248698.0,1.0,13479.0,144.556,2166.0,47,false,0.0,"[132.624, 133.143, 133.662, 134.18, 134.699, 135.218, 135.737, 136.256, 136.774, 137.293, 137.812, 138.331, 138.849, 139.368, 139.887, 140.406, 140.925, 141.443, 141.962, 142.481, 142.999, 143.518, 144.037, 144.556, 145.075, 145.593, 146.112, 146.631, 147.15, 147.668, 148.187, 148.706, 149.225, 149.743, 150.262, 150.781, 151.3, 151.819, 152.337, 152.856, 153.375, 153.894, 154.412, 154.931, 155.45, 155.969, 156.488]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1502.0, 1.0, 2270.0, 6549.0, 68751.0, 248698.0, 133765.0, 43538.0, 23918.0, 11346.0, 12235.0, 9784.0, 7694.0, 4930.0, 8694.0, 3097.0, 3335.0, 8277.0, 1743.0, 5779.0, 2166.0, 3903.0, 2174.0, 1912.0, 4897.0, 2937.0, 4350.0, 1824.0, 3425.0]",132.0302734375,,,,,,,
Aspartic Acid,HILIC5_Neg_196297M0027_2,,1642549.0,2379703.0,1074054.0,1.0,67442.0,144.556,9083.0,47,false,0.0,"[132.624, 133.143, 133.662, 134.18, 134.699, 135.218, 135.737, 136.256, 136.774, 137.293, 137.812, 138.331, 138.849, 139.368, 139.887, 140.405, 140.924, 141.443, 141.962, 142.481, 142.999, 143.518, 144.037, 144.556, 145.074, 145.593, 146.112, 146.631, 147.15, 147.668, 148.187, 148.706, 149.225, 149.743, 150.262, 150.781, 151.3, 151.819, 152.337, 152.856, 153.375, 153.894, 154.412, 154.931, 155.45, 155.969, 156.488]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6795.0, 87677.0, 861440.0, 1074054.0, 444209.0, 205426.0, 112169.0, 58853.0, 40371.0, 31395.0, 22149.0, 17371.0, 22000.0, 23158.0, 18142.0, 23533.0, 17024.0, 11501.0, 15862.0, 11281.0, 13834.0, 10512.0, 9083.0, 9106.0, 10603.0, 5582.0, 6624.0]",132.03018188476562,,,,,,,
